date,price
2022-09-27,84.54486063925401
2022-09-28,84.81260767730394
2022-09-29,85.62537143618114
2022-09-30,88.42291666058405
2022-10-03,87.15491751036595
2022-10-04,85.53718310922099
2022-10-05,84.99370254027146
2022-10-06,83.95999341477491
2022-10-07,86.5071253327843
2022-10-10,85.36139812668623
2022-10-11,81.92214103615812
2022-10-12,83.36688051921148
2022-10-13,82.97427071979115
2022-10-14,83.06736163882809
2022-10-17,81.34148468176393
2022-10-18,81.524259977303
2022-10-19,83.29534364202377
2022-10-20,82.48875627019773
2022-10-21,81.73731475681225
2022-10-24,79.30470799889953
2022-10-25,79.06773965047398
2022-10-26,77.89234687673729
2022-10-27,79.4529454933279
2022-10-28,81.61355869181439
2022-10-31,81.90986152627674
2022-11-01,81.51270281528168
2022-11-02,81.32393352722978
2022-11-03,80.90279078693807
2022-11-04,79.54549809373614
2022-11-07,79.21416466719211
2022-11-08,78.91092062427202
2022-11-09,80.50335274916131
2022-11-10,81.40449879088634
2022-11-11,82.68928982167351
2022-11-14,82.13666090146205
2022-11-15,83.82576778952925
2022-11-16,81.670415720831
2022-11-17,81.43737309372301
2022-11-18,81.43365369636982
2022-11-21,83.12378909744287
2022-11-22,82.76058719675301
2022-11-23,83.82564032966958
2022-11-24,84.36215391501797
2022-11-25,83.73148257292024
2022-11-28,83.53517096341623
2022-11-29,83.62684693787317
2022-11-30,81.49962962371906
2022-12-01,82.39712921506059
2022-12-02,82.50337855441036
2022-12-05,84.02714257577469
2022-12-06,84.30445640182776
2022-12-07,82.09711058000616
2022-12-08,82.06044459028803
2022-12-09,80.62363313939001
2022-12-12,79.22030824569073
2022-12-13,77.58965158774448
2022-12-14,79.02069021930384
2022-12-15,79.73964735277873
2022-12-16,80.47345383377974
2022-12-19,79.46072966606543
2022-12-20,81.35931646382438
