date,price
2022-10-13,116.57804336416115
2022-10-14,117.73202339404078
2022-10-17,118.13905795647777
2022-10-18,119.46106684055859
2022-10-19,118.65846525635305
2022-10-20,116.53368287651985
2022-10-21,118.99354237330056
2022-10-24,118.76709976659866
2022-10-25,120.99002217582168
2022-10-26,121.88869309626133
2022-10-27,123.71528516576474
2022-10-28,123.0123787912771
2022-10-31,121.6311620592196
2022-11-01,119.24118270091726
2022-11-02,117.00193584877282
2022-11-03,119.6816913571915
2022-11-04,120.03556224731089
2022-11-07,117.58808656223329
2022-11-08,116.88039682681556
2022-11-09,115.98880096929683
2022-11-10,118.06701788397301
2022-11-11,116.75606029248158
2022-11-14,114.32415203351188
2022-11-15,111.35392377339994
2022-11-16,111.30276747289327
2022-11-17,113.04012873096158
2022-11-18,112.56694343406319
2022-11-21,111.01021825977938
2022-11-22,110.69049980450454
2022-11-23,127.98218592945746
2022-11-24,128.40828627685934
2022-11-25,130.36715796489173
2022-11-28,129.64685718381313
2022-11-29,129.7288644451081
2022-11-30,131.2164220467943
2022-12-01,131.42683130758977
2022-12-02,129.7669126663143
2022-12-05,129.68758655823243
2022-12-06,135.04982074088562
2022-12-07,132.82060923659483
2022-12-08,135.83012123504835
2022-12-09,138.13086037454576
2022-12-12,135.45183194932562
2022-12-13,137.0609438439867
2022-12-14,135.5231198199706
2022-12-15,135.6927969683859
2022-12-16,135.47393601804137
2022-12-19,137.80186651120732
2022-12-20,135.70862649580226
